type;n;m;comps;swaps
randomSelect;8000;7290;22346;16906
select;8000;7290;67942;26004
randomSelect;8000;7290;13290;8673
select;8000;7290;62752;25497
randomSelect;8000;7290;17708;9666
select;8000;7290;63473;27536
randomSelect;8000;7290;14430;8909
select;8000;7290;60045;26381
randomSelect;8000;7290;21072;9396
select;8000;7290;68229;27456
randomSelect;8000;7290;17692;9033
select;8000;7290;60756;26291
randomSelect;8000;7290;19031;8279
select;8000;7290;62906;27130
randomSelect;8000;7290;24337;12329
select;8000;7290;65750;27350
randomSelect;8000;7290;19916;11931
select;8000;7290;55323;24440
randomSelect;8000;7290;40961;8503
select;8000;7290;64263;25969
randomSelect;8000;7290;26774;11871
select;8000;7290;67045;25664
randomSelect;8000;7290;15604;8398
select;8000;7290;62735;27381
